-5.202477 -0.001372
-5.177345 -0.001366
-5.152212 -0.001320
-5.127079 -0.001230
-5.101946 -0.001092
-5.076814 -0.000905
-5.051681 -0.000665
-5.026548 -0.000371
-5.001416 -0.000021
-4.976283 0.000385
-4.951150 0.000847
-4.926017 0.001365
-4.900885 0.001939
-4.875752 0.002565
-4.850619 0.003242
-4.825486 0.003966
-4.800354 0.004732
-4.775221 0.005537
-4.750088 0.006374
-4.724955 0.007237
-4.699823 0.008118
-4.674690 0.009010
-4.649557 0.009905
-4.624424 0.010792
-4.599292 0.011662
-4.574159 0.012505
-4.549026 0.013310
-4.523893 0.014065
-4.498761 0.014759
-4.473628 0.015381
-4.448495 0.015918
-4.423362 0.016358
-4.398230 0.016690
-4.373097 0.016901
-4.347964 0.016981
-4.322831 0.016919
-4.297699 0.016703
-4.272566 0.016324
-4.247433 0.015773
-4.222301 0.015042
-4.197168 0.014123
-4.172035 0.013011
-4.146902 0.011701
-4.121770 0.010189
-4.096637 0.008474
-4.071504 0.006555
-4.046371 0.004434
-4.021239 0.002113
-3.996106 -0.000402
-3.970973 -0.003105
-3.945840 -0.005987
-3.920708 -0.009036
-3.895575 -0.012241
-3.870442 -0.015586
-3.845309 -0.019055
-3.820177 -0.022627
-3.795044 -0.026283
-3.769911 -0.029999
-3.744778 -0.033750
-3.719646 -0.037510
-3.694513 -0.041249
-3.669380 -0.044936
-3.644247 -0.048541
-3.619115 -0.052030
-3.593982 -0.055367
-3.568849 -0.058518
-3.543717 -0.061444
-3.518584 -0.064109
-3.493451 -0.066473
-3.468318 -0.068499
-3.443186 -0.070146
-3.418053 -0.071378
-3.392920 -0.072154
-3.367787 -0.072436
-3.342655 -0.072189
-3.317522 -0.071374
-3.292389 -0.069957
-3.267256 -0.067905
-3.242124 -0.065185
-3.216991 -0.061769
-3.191858 -0.057628
-3.166725 -0.052737
-3.141593 -0.047074
-3.116460 -0.040620
-3.091327 -0.033358
-3.066194 -0.025275
-3.041062 -0.016362
-3.015929 -0.006613
-2.990796 0.003974
-2.965663 0.015398
-2.940531 0.027653
-2.915398 0.040728
-2.890265 0.054611
-2.865133 0.069282
-2.840000 0.084720
-2.814867 0.100898
-2.789734 0.117786
-2.764602 0.135349
-2.739469 0.153549
-2.714336 0.172344
-2.689203 0.191688
-2.664071 0.211532
-2.638938 0.231824
-2.613805 0.252509
-2.588672 0.273528
-2.563540 0.294822
-2.538407 0.316327
-2.513274 0.337979
-2.488141 0.359713
-2.463009 0.381461
-2.437876 0.403155
-2.412743 0.424728
-2.387610 0.446112
-2.362478 0.467239
-2.337345 0.488042
-2.312212 0.508455
-2.287079 0.528414
-2.261947 0.547859
-2.236814 0.566728
-2.211681 0.584965
-2.186548 0.602517
-2.161416 0.619333
-2.136283 0.635367
-2.111150 0.650578
-2.086018 0.664927
-2.060885 0.678381
-2.035752 0.690913
-2.010619 0.702500
-1.985487 0.713124
-1.960354 0.722773
-1.935221 0.731441
-1.910088 0.739128
-1.884956 0.745838
-1.859823 0.751582
-1.834690 0.756377
-1.809557 0.760244
-1.784425 0.763211
-1.759292 0.765310
-1.734159 0.766579
-1.709026 0.767062
-1.683894 0.766804
-1.658761 0.765857
-1.633628 0.764277
-1.608495 0.762123
-1.583363 0.759456
-1.558230 0.756341
-1.533097 0.752845
-1.507964 0.749036
-1.482832 0.744985
-1.457699 0.740763
-1.432566 0.736439
-1.407434 0.732084
-1.382301 0.727768
-1.357168 0.723560
-1.332035 0.719525
-1.306903 0.715727
-1.281770 0.712228
-1.256637 0.709085
-1.231504 0.706350
-1.206372 0.704075
-1.181239 0.702301
-1.156106 0.701069
-1.130973 0.700413
-1.105841 0.700359
-1.080708 0.700928
-1.055575 0.702137
-1.030442 0.703992
-1.005310 0.706495
-0.980177 0.709641
-0.955044 0.713417
-0.929911 0.717804
-0.904779 0.722774
-0.879646 0.728294
-0.854513 0.734324
-0.829380 0.740817
-0.804248 0.747721
-0.779115 0.754975
-0.753982 0.762514
-0.728849 0.770269
-0.703717 0.778165
-0.678584 0.786121
-0.653451 0.794053
-0.628319 0.801876
-0.603186 0.809498
-0.578053 0.816828
-0.552920 0.823771
-0.527788 0.830233
-0.502655 0.836116
-0.477522 0.841327
-0.452389 0.845770
-0.427257 0.849352
-0.402124 0.851982
-0.376991 0.853572
-0.351858 0.854036
-0.326726 0.853293
-0.301593 0.851266
-0.276460 0.847884
-0.251327 0.843080
-0.226195 0.836795
-0.201062 0.828975
-0.175929 0.819572
-0.150796 0.808548
-0.125664 0.795870
-0.100531 0.781515
-0.075398 0.765464
-0.050265 0.747711
-0.025133 0.728256
0.000000 nan
0.025133 0.684280
0.050265 0.659800
0.075398 0.633701
0.100531 0.606023
0.125664 0.576815
0.150796 0.546134
0.175929 0.514041
0.201062 0.480608
0.226195 0.445911
0.251327 0.410032
0.276460 0.373060
0.301593 0.335088
0.326726 0.296212
0.351858 0.256534
0.376991 0.216160
0.402124 0.175197
0.427257 0.133754
0.452389 0.091942
0.477522 0.049875
0.502655 0.007664
0.527788 -0.034578
0.552920 -0.076739
0.578053 -0.118709
0.603186 -0.160379
0.628319 -0.201645
0.653451 -0.242402
0.678584 -0.282551
0.703717 -0.321997
0.728849 -0.360647
0.753982 -0.398416
0.779115 -0.435222
0.804248 -0.470987
0.829380 -0.505640
0.854513 -0.539117
0.879646 -0.571358
0.904779 -0.602308
0.929911 -0.631920
0.955044 -0.660153
0.980177 -0.686972
1.005310 -0.712346
1.030442 -0.736252
1.055575 -0.758674
1.080708 -0.779597
1.105841 -0.799017
1.130973 -0.816931
1.156106 -0.833344
1.181239 -0.848263
1.206372 -0.861701
1.231504 -0.873675
1.256637 -0.884207
1.281770 -0.893319
1.306903 -0.901040
1.332035 -0.907399
1.357168 -0.912428
1.382301 -0.916164
1.407434 -0.918641
1.432566 -0.919897
1.457699 -0.919972
1.482832 -0.918905
1.507964 -0.916737
1.533097 -0.913507
1.558230 -0.909256
1.583363 -0.904025
1.608495 -0.897853
1.633628 -0.890779
1.658761 -0.882841
1.683894 -0.874078
1.709026 -0.864525
1.734159 -0.854219
1.759292 -0.843192
1.784425 -0.831479
1.809557 -0.819110
1.834690 -0.806118
1.859823 -0.792530
1.884956 -0.778376
1.910088 -0.763684
1.935221 -0.748479
1.960354 -0.732788
1.985487 -0.716635
2.010619 -0.700045
2.035752 -0.683043
2.060885 -0.665651
2.086018 -0.647894
2.111150 -0.629795
2.136283 -0.611378
2.161416 -0.592666
2.186548 -0.573685
2.211681 -0.554458
2.236814 -0.535012
2.261947 -0.515372
2.287079 -0.495566
2.312212 -0.475620
2.337345 -0.455564
2.362478 -0.435427
2.387610 -0.415240
2.412743 -0.395034
2.437876 -0.374842
2.463009 -0.354696
2.488141 -0.334630
2.513274 -0.314679
2.538407 -0.294879
2.563540 -0.275264
2.588672 -0.255872
2.613805 -0.236738
2.638938 -0.217899
2.664071 -0.199391
2.689203 -0.181250
2.714336 -0.163511
2.739469 -0.146210
2.764602 -0.129379
2.789734 -0.113052
2.814867 -0.097259
2.840000 -0.082032
2.865133 -0.067398
2.890265 -0.053383
2.915398 -0.040012
2.940531 -0.027306
2.965663 -0.015285
2.990796 -0.003967
3.015929 0.006636
3.041062 0.016511
3.066194 0.025650
3.091327 0.034046
3.116460 0.041699
3.141593 0.048607
3.166725 0.054776
3.191858 0.060210
3.216991 0.064921
3.242124 0.068921
3.267256 0.072225
3.292389 0.074852
3.317522 0.076824
3.342655 0.078162
3.367787 0.078895
3.392920 0.079049
3.418053 0.078656
3.443186 0.077747
3.468318 0.076356
3.493451 0.074519
3.518584 0.072272
3.543717 0.069653
3.568849 0.066698
3.593982 0.063447
3.619115 0.059938
3.644247 0.056209
3.669380 0.052300
3.694513 0.048247
3.719646 0.044087
3.744778 0.039857
3.769911 0.035592
3.795044 0.031323
3.820177 0.027084
3.845309 0.022904
3.870442 0.018812
3.895575 0.014832
3.920708 0.010991
3.945840 0.007308
3.970973 0.003803
3.996106 0.000494
4.021239 -0.002605
4.046371 -0.005481
4.071504 -0.008126
4.096637 -0.010532
4.121770 -0.012692
4.146902 -0.014606
4.172035 -0.016272
4.197168 -0.017692
4.222301 -0.018869
4.247433 -0.019810
4.272566 -0.020520
4.297699 -0.021010
4.322831 -0.021289
4.347964 -0.021368
4.373097 -0.021262
4.398230 -0.020984
4.423362 -0.020547
4.448495 -0.019968
4.473628 -0.019261
4.498761 -0.018444
4.523893 -0.017532
4.549026 -0.016540
4.574159 -0.015485
4.599292 -0.014383
4.624424 -0.013248
4.649557 -0.012095
4.674690 -0.010937
4.699823 -0.009788
4.724955 -0.008660
4.750088 -0.007563
4.775221 -0.006507
4.800354 -0.005503
4.825486 -0.004556
4.850619 -0.003675
4.875752 -0.002864
4.900885 -0.002128
4.926017 -0.001470
4.951150 -0.000892
4.976283 -0.000395
5.001416 0.000021
5.026548 0.000358
5.051681 0.000617
5.076814 0.000802
5.101946 0.000915
5.127079 0.000962
5.152212 0.000947
5.177345 0.000877
5.202477 0.000756
5.227610 0.000591
5.252743 0.000389
5.277876 0.000156
5.303008 -0.000101
5.328141 -0.000375
5.353274 -0.000659
5.378407 -0.000948
5.403539 -0.001235
5.428672 -0.001514
5.453805 -0.001779
5.478938 -0.002026
5.504070 -0.002251
5.529203 -0.002449
5.554336 -0.002616
5.579469 -0.002751
5.604601 -0.002850
5.629734 -0.002912
5.654867 -0.002936
5.680000 -0.002922
5.705132 -0.002869
5.730265 -0.002778
5.755398 -0.002651
5.780530 -0.002488
5.805663 -0.002293
5.830796 -0.002067
5.855929 -0.001813
5.881061 -0.001535
5.906194 -0.001237
5.931327 -0.000921
5.956460 -0.000591
5.981592 -0.000252
6.006725 0.000093
6.031858 0.000439
6.056991 0.000783
6.082123 0.001121
6.107256 0.001449
6.132389 0.001765
6.157522 0.002064
6.182654 0.002344
6.207787 0.002602
6.232920 0.002836
6.258053 0.003043
6.283185 0.003223
-6.283185 -0.000462
-6.258053 -0.000527
-6.232920 -0.000576
-6.207787 -0.000607
-6.182654 -0.000619
-6.157522 -0.000610
-6.132389 -0.000578
-6.107256 -0.000522
-6.082123 -0.000441
-6.056991 -0.000335
-6.031858 -0.000203
-6.006725 -0.000046
-5.981592 0.000136
-5.956460 0.000342
-5.931327 0.000570
-5.906194 0.000820
-5.881061 0.001088
-5.855929 0.001372
-5.830796 0.001670
-5.805663 0.001978
-5.780530 0.002293
-5.755398 0.002612
-5.730265 0.002929
-5.705132 0.003242
-5.680000 0.003546
-5.654867 0.003837
-5.629734 0.004111
-5.604601 0.004363
-5.579469 0.004590
-5.554336 0.004788
-5.529203 0.004953
-5.504070 0.005082
-5.478938 0.005173
-5.453805 0.005222
-5.428672 0.005228
-5.403539 0.005191
-5.378407 0.005108
-5.353274 0.004980
-5.328141 0.004808
-5.303008 0.004592
-5.277876 0.004336
-5.252743 0.004040
-5.227610 0.003710
-5.202477 0.003349
-5.177345 0.002961
-5.152212 0.002552
-5.127079 0.002128
-5.101946 0.001696
-5.076814 0.001262
-5.051681 0.000833
-5.026548 0.000417
-5.001416 0.000021
-4.976283 -0.000345
-4.951150 -0.000676
-4.926017 -0.000964
-4.900885 -0.001201
-4.875752 -0.001380
-4.850619 -0.001495
-4.825486 -0.001542
-4.800354 -0.001514
-4.775221 -0.001408
-4.750088 -0.001222
-4.724955 -0.000954
-4.699823 -0.000604
-4.674690 -0.000173
-4.649557 0.000338
-4.624424 0.000922
-4.599292 0.001575
-4.574159 0.002290
-4.549026 0.003058
-4.523893 0.003867
-4.498761 0.004706
-4.473628 0.005561
-4.448495 0.006416
-4.423362 0.007256
-4.398230 0.008062
-4.373097 0.008815
-4.347964 0.009494
-4.322831 0.010079
-4.297699 0.010549
-4.272566 0.010881
-4.247433 0.011054
-4.222301 0.011045
-4.197168 0.010832
-4.172035 0.010396
-4.146902 0.009715
-4.121770 0.008772
-4.096637 0.007549
-4.071504 0.006032
-4.046371 0.004207
-4.021239 0.002064
-3.996106 -0.000404
-3.970973 -0.003201
-3.945840 -0.006329
-3.920708 -0.009784
-3.895575 -0.013559
-3.870442 -0.017645
-3.845309 -0.022025
-3.820177 -0.026679
-3.795044 -0.031585
-3.769911 -0.036712
-3.744778 -0.042026
-3.719646 -0.047491
-3.694513 -0.053062
-3.669380 -0.058693
-3.644247 -0.064330
-3.619115 -0.069919
-3.593982 -0.075400
-3.568849 -0.080708
-3.543717 -0.085777
-3.518584 -0.090536
-3.493451 -0.094915
-3.468318 -0.098837
-3.443186 -0.102228
-3.418053 -0.105010
-3.392920 -0.107106
-3.367787 -0.108441
-3.342655 -0.108937
-3.317522 -0.108521
-3.292389 -0.107121
-3.267256 -0.104668
-3.242124 -0.101096
-3.216991 -0.096346
-3.191858 -0.090361
-3.166725 -0.083093
-3.141593 -0.074497
-3.116460 -0.064537
-3.091327 -0.053186
-3.066194 -0.040423
-3.041062 -0.026238
-3.015929 -0.010628
-2.990796 0.006399
-2.965663 0.024824
-2.940531 0.044619
-2.915398 0.065745
-2.890265 0.088151
-2.865133 0.111778
-2.840000 0.136553
-2.814867 0.162393
-2.789734 0.189207
-2.764602 0.216890
-2.739469 0.245329
-2.714336 0.274401
-2.689203 0.303975
-2.664071 0.333911
-2.638938 0.364060
-2.613805 0.394268
-2.588672 0.424374
-2.563540 0.454212
-2.538407 0.483613
-2.513274 0.512402
-2.488141 0.540405
-2.463009 0.567445
-2.437876 0.593346
-2.412743 0.617934
-2.387610 0.641037
-2.362478 0.662486
-2.337345 0.682119
-2.312212 0.699778
-2.287079 0.715315
-2.261947 0.728589
-2.236814 0.739468
-2.211681 0.747833
-2.186548 0.753575
-2.161416 0.756598
-2.136283 0.756821
-2.111150 0.754177
-2.086018 0.748612
-2.060885 0.740091
-2.035752 0.728594
-2.010619 0.714117
-1.985487 0.696673
-1.960354 0.676294
-1.935221 0.653028
-1.910088 0.626941
-1.884956 0.598114
-1.859823 0.566647
-1.834690 0.532657
-1.809557 0.496274
-1.784425 0.457645
-1.759292 0.416932
-1.734159 0.374310
-1.709026 0.329967
-1.683894 0.284101
-1.658761 0.236923
-1.633628 0.188652
-1.608495 0.139515
-1.583363 0.089745
-1.558230 0.039583
-1.533097 -0.010729
-1.507964 -0.060945
-1.482832 -0.110819
-1.457699 -0.160105
-1.432566 -0.208560
-1.407434 -0.255943
-1.382301 -0.302019
-1.357168 -0.346559
-1.332035 -0.389342
-1.306903 -0.430156
-1.281770 -0.468800
-1.256637 -0.505083
-1.231504 -0.538828
-1.206372 -0.569871
-1.181239 -0.598063
-1.156106 -0.623269
-1.130973 -0.645373
-1.105841 -0.664272
-1.080708 -0.679883
-1.055575 -0.692138
-1.030442 -0.700989
-1.005310 -0.706404
-0.980177 -0.708370
-0.955044 -0.706890
-0.929911 -0.701986
-0.904779 -0.693696
-0.879646 -0.682075
-0.854513 -0.667195
-0.829380 -0.649140
-0.804248 -0.628012
-0.779115 -0.603924
-0.753982 -0.577004
-0.728849 -0.547390
-0.703717 -0.515231
-0.678584 -0.480686
-0.653451 -0.443921
-0.628319 -0.405111
-0.603186 -0.364437
-0.578053 -0.322083
-0.552920 -0.278237
-0.527788 -0.233090
-0.502655 -0.186834
-0.477522 -0.139662
-0.452389 -0.091764
-0.427257 -0.043328
-0.402124 0.005460
-0.376991 0.054419
-0.351858 0.103372
-0.326726 0.152149
-0.301593 0.200587
-0.276460 0.248530
-0.251327 0.295828
-0.226195 0.342343
-0.201062 0.387942
-0.175929 0.432504
-0.150796 0.475916
-0.125664 0.518074
-0.100531 0.558885
-0.075398 0.598264
-0.050265 0.636136
-0.025133 0.672436
0.000000 nan
0.025133 0.740100
0.050265 0.771376
0.075398 0.800902
0.100531 0.828653
0.125664 0.854612
0.150796 0.878766
0.175929 0.901109
0.201062 0.921641
0.226195 0.940363
0.251327 0.957284
0.276460 0.972414
